Namespace(activation='maxmin', batch_size=128, block_size=1, conv_layer='soc', data_dir='./cifar-data', dataset='cifar10', epochs=200, epsilon=36, gamma=0.0, init_channels=32, lln=False, loss_scale='1.0', lr_max=0.1, lr_min=0.0, momentum=0.9, opt_level='O2', out_dir='LNNIso_cifar10_N=80_n=16_1_soc_32_maxmin_cr0.0', sample_size=80, seed=0, subsample_size=16, weight_decay=0.0005)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Test Loss 	 
143 	 20.2 	 0.0100 	 0.0912 	 0.3019
144 	 20.2 	 0.0100 	 -0.1488 	 0.0569
145 	 20.2 	 0.0100 	 0.5746 	 -0.6209
146 	 20.3 	 0.0100 	 0.0927 	 -0.3408
147 	 20.2 	 0.0100 	 -0.4756 	 -0.1687
148 	 20.2 	 0.0100 	 0.1069 	 -0.3485
149 	 20.2 	 0.0010 	 0.0687 	 -0.0283
150 	 20.2 	 0.0010 	 -0.1295 	 -0.2497
151 	 20.2 	 0.0010 	 -0.0682 	 -0.0600
152 	 20.2 	 0.0010 	 -0.0251 	 -0.0643
153 	 20.2 	 0.0010 	 0.9019 	 0.5395
154 	 20.2 	 0.0010 	 0.0652 	 -0.5613
155 	 20.2 	 0.0010 	 0.2633 	 0.1156
156 	 20.2 	 0.0010 	 -0.0237 	 -0.0161
157 	 20.2 	 0.0010 	 0.8507 	 -0.2448
158 	 20.2 	 0.0010 	 0.0091 	 0.4325
159 	 20.2 	 0.0010 	 0.1677 	 -0.0420
160 	 20.2 	 0.0010 	 -0.4210 	 0.1315
161 	 20.2 	 0.0010 	 0.0878 	 -0.4151
162 	 20.2 	 0.0010 	 0.2949 	 0.6757
163 	 20.2 	 0.0010 	 -0.2651 	 0.1003
164 	 20.2 	 0.0010 	 -0.2425 	 0.0409
